quote,author,source
"If my art isn't strong enough or meaningful enough to keep people interested and inspired, then I'm in the wrong business. My music, my films, my art, my message — that should be enough.",Beyoncé,https://thegrio.com/2021/08/10/beyonce-harpers-bazaar-interview/
"I've spent so many years trying to better myself and improve whatever I've done that I'm at a point where I no longer need to compete with myself. I have no interest in searching backwards.",Beyoncé,https://thegrio.com/2021/08/10/beyonce-harpers-bazaar-interview/
"One of the main purposes of my art for many years has been dedicated to showing the beauty of Black people to the world, our history, our profundity and the value of Black lives.",Beyoncé,https://variety.com/2020/music/news/beyonce-black-lives-matter-speech-graduation-dear-class-obamas-1234626601/
"I had to go and chop down that wood and build my own table.",Beyoncé,https://variety.com/2020/music/news/beyonce-black-lives-matter-speech-graduation-dear-class-obamas-1234626601/
"I think music is my freedom. I just came to that realization.",Rihanna,https://tomandlorenzo.com/2025/02/rihanna-covers-harpers-bazaar-march-2025-legacy-issue/
"This is becoming my new freedom, because when I'm in the studio, I know that my time away from my kids is to blossom something that hasn't been watered in eight years.",Rihanna,https://tomandlorenzo.com/2025/02/rihanna-covers-harpers-bazaar-march-2025-legacy-issue/
"My legacy is right now. That's all I have the most control over. How am I present with the people around me? How am I grateful? How am I making this a happy moment?",Rihanna,https://tomandlorenzo.com/2025/02/rihanna-covers-harpers-bazaar-march-2025-legacy-issue/
"Every decision I make revolves around them, but everything that I do that I love robs me from them. So I have a weird resentment with the things that I love.",Rihanna,https://tomandlorenzo.com/2025/02/rihanna-covers-harpers-bazaar-march-2025-legacy-issue/
"Music is an outlet and a space to create, and you can create whatever. It doesn't have to even be on any scale. It just has to be something that feels good.",Rihanna,https://www.udiscovermusic.com/news/rihanna-talks-super-bowl-halftime-show-and-new-music-in-british-vogue-interview/
"How I make sense of the world is to turn it into myth and fable. Turning people and things into characters… I think that's how I process everything.",Florence Welch,https://www.rollingstone.co.uk/music/features/florence-the-machine-new-album-dance-fever-interview-15855/
"I need the movement to move it out of myself. If I sit in the sadness, it doesn't go away.",Florence Welch,https://www.rollingstone.co.uk/music/features/florence-the-machine-new-album-dance-fever-interview-15855/
"The biggest relationship in my life has always been the song itself.",Florence Welch,https://www.rollingstone.co.uk/music/features/florence-the-machine-new-album-dance-fever-interview-15855/
"Sometimes songs just arrive fully formed, and it's always when you think you'll never write a song again.",Florence Welch,https://music.apple.com/us/album/dance-fever/1613321261
"I had thought that the chaos in my life and the drinking and everything was fuel for my creativity.",Florence Welch,https://consequence.net/2022/05/florence-welch-machine-drinking-fuel-creativity-interview/
"I'm an artist that draws on real life and real experiences.",M.I.A.,https://www.cbc.ca/news/entertainment/m-i-a-matangi-maya-mia-documentary-sri-lanka-england-1.4854131
"If you come from a struggle, how do you not talk about the struggle?",M.I.A.,https://www.wsws.org/en/articles/2018/04/30/sff4-a30.html
"People need to express the problems.",M.I.A.,https://www.wsws.org/en/articles/2018/04/30/sff4-a30.html
"The American dream is about 'I' not 'we'.",M.I.A.,https://www.vice.com/en/article/mia-maya-arulpragasam-matangi-documentary-interview-2019/
"I don't create to stay relevant or to keep my name floating around. I do things that are natural, creative, and ambitious, things that fulfill me.",A$AP Rocky,https://thesource.com/2025/10/31/aap-rocky-on-his-music-everything-i-do-is-about-building-legacy/
"I'm not afraid to express all the parts that make me who I am. So, in other words, be your fucking self, and the rest is pretty easy.",A$AP Rocky,https://www.thegentlemansjournal.com/article/asap-rocky-interview/
"What's important is what you want to say. And regardless of whether you think it comes out wack or lit, I don't mind — I just want people to know that that is truly how I feel at that moment.",A$AP Rocky,https://www.thegentlemansjournal.com/article/asap-rocky-interview/
"I have pain too. I have concerns, things that I think about, and the things I see on a day-to-day basis I think about them.",Travis Scott,https://www.thefader.com/2023/11/15/travis-scott-discusses-astroworld-tragedy-in-new-gq-story
"I'm thinking stadium status. How could people so far away feel so close?",Travis Scott,https://www.rollingstone.com/music/music-features/travis-scott-utopia-fatherhood-next-album-1235500436/
"I'm trying to have something here that's like an experience that's passed on to generations.",Travis Scott,https://www.rollingstone.com/music/music-features/travis-scott-utopia-fatherhood-next-album-1235500436/
"When it comes to swag, there's no gender involved.",Young Thug,https://www.billboard.com/music/features/young-thug-style-issue-fashion-interview-7503420/
"I used to think that I saw things that other people didn't see, that I could put things together in a way that the average person couldn't.",Young Thug,https://www.interviewmagazine.com/music/the-people-vs-young-thug-virgil-abloh
"When I first started writing lyrics the topic was real-life situations. But I now spend maybe 16 hours a day in the studio — I spend almost all my life in the studio — so I try to turn everything I go through in those hours into something. Anything crazy, or iconic, or even a mistake — whatever it is, I feel like it's precious. That's my concept.",Young Thug,https://www.interviewmagazine.com/music/the-people-vs-young-thug-virgil-abloh
"I love you bruh… I poured so much into him, I can't even hate him.",Young Thug,https://www.rollingstone.com/music/music-features/young-thug-tearfully-new-interview-1235423245/
"What's the point in being here? To show the world who I am.",Bad Bunny,https://www.rollingstone.com/music/music-features/bad-bunny-puerto-rico-new-album-acting-interview-1235227338/
"Part of why I've won over fans is because I'm honest, whether it's through songs about fucking around, or sex, or love, or about my sadness, or Puerto Rico. I don't want to be someone I'm not.",Bad Bunny,https://www.interviewmagazine.com/music/bad-bunny-takes-benicio-del-toro-into-his-private-world
"When you're far away, you appreciate things more and you understand them better.",Bad Bunny,https://www.rollingstone.com/music/music-features/bad-bunny-puerto-rico-new-album-acting-interview-1235227338/
"I think the [U.S.] government has failed Puerto Rico. It's failed the United States. Equally, Puerto Rico has failed Puerto Rico.",Bad Bunny,https://time.com/6266349/bad-bunny-cover-story/
"The music is not what's bad; we make it bad with the messages we put on it.",Farruko,https://www.billboard.com/music/latin/farruko-talks-shocking-nazareno-god-fame-1235073574/
"Before, my competitiveness and my desire to reach a position enslaved me. I didn't value everything I received from the fruits of my labor because I gave importance and I revered power and material things.",Farruko,https://www.billboard.com/music/latin/farruko-talks-shocking-nazareno-god-fame-1235073574/
"I forgot about myself as a human being to get to a certain position, so I stopped for some time to reflect and find myself…",Farruko,https://www.rollingstone.com/music/music-latin/farruko-carbvn-vrmor-interview-1235218423/
"I want to be remembered as someone who expresses their real feelings.",Farruko,https://www.rollingstone.com/music/music-latin/farruko-carbvn-vrmor-interview-1235218423/
"I'm in a place where I'm very in love with my freedom and the mental peace that I am feeling both as a human being and as an artist.",Young Miko,https://www.rollingstone.com/music/music-features/young-miko-do-not-disturb-band-bunny-future-1235533076/
"I like the woman that I'm becoming more and more. I think that's the biggest achievement in life.",Young Miko,https://www.rollingstone.com/music/music-features/young-miko-puerto-rico-debut-album-karol-g-1234977020/
"I've been so unapologetic since day one. I was discovering a lot, and the first thing people recognized about me is that I was openly queer, I was singing to women.",Young Miko,https://www.rollingstone.com/music/music-features/young-miko-do-not-disturb-band-bunny-future-1235533076/
"I didn't love myself at the time, so it was impossible for me to love anything else.",Danny Brown,https://www.nme.com/features/music-interviews/danny-brown-stardust-hyperpop-interview-3905040
"That's when I stopped trying to be like everybody else and realised I could be myself.",Danny Brown,https://www.nme.com/features/music-interviews/danny-brown-stardust-hyperpop-interview-3905040
"Now, I want to make music to make people feel happy, because before, it was like a therapy and trauma dump.",Danny Brown,https://thecreativeindependent.com/people/musician-and-podcast-host-danny-brown-on-allowing-yourself-to-be-proud-of-your-accomplishments/
"I was never proud of myself or never felt like I made it — but in all actuality, I did.",Danny Brown,https://thecreativeindependent.com/people/musician-and-podcast-host-danny-brown-on-allowing-yourself-to-be-proud-of-your-accomplishments/
"You got to feel good to make everything else good. If you don't feel good doing it, it doesn't make sense.",Playboi Carti,https://crackmagazine.net/article/profiles/playboi-carti-interview/
"The way I just want to be remembered on this earth is: I was different.",Playboi Carti,https://crackmagazine.net/article/profiles/playboi-carti-interview/
"Some people don't know how to be alone, but I love it.",Playboi Carti,https://www.rollingstone.com/music/music-features/playboi-carti-profile-1142354/
"We can't rewind the time. Right now I'm trying to let time heal, and help protect [people] while the clock keep going.",Quavo,https://www.rollingstone.com/music/music-features/quavo-takeoff-congress-kamala-harris-1234829117/
"Sometimes it's like a fairy tale. It's a myth. You dream this shit—it's a dream, that's why you're supposed to dream it.",Future,https://www.rollingstone.com/music/music-features/future-the-wizrd-profile-779220/
"I can't apologize for being myself, but I do apologize if being myself caused you to act out of character.",Future,https://www.rollingstone.com/music/music-features/future-the-wizrd-profile-779220/
"Nighttime, when everybody's asleep — it's the most peaceful time ever inside of life to me.",YoungBoy Never Broke Again,https://www.billboard.com/music/features/youngboy-never-broke-again-cover-story-interview-1235208827/
"I am very curious of the person who I shall become.",YoungBoy Never Broke Again,https://www.billboard.com/music/features/youngboy-never-broke-again-cover-story-interview-1235208827/
"Money and fame has never been a factor to drive me… I'm really trying to see where I could push the music, the creativity, and new ways of thinking.",Yeat,https://www.complex.com/music/a/eric-skelton/yeat-pray-love
"It could feel very personal, but then four bars later I'm shit talking. It's like your life, everything's back and forth.",Yeat,https://www.thefader.com/2024/10/17/yeat-lyfestyle-album-synthetic-producer-interview
"People just see the shine. They don't see the grind, the bags under my eyes. It was a lot of grinding, setbacks... I ain't finna let nothing stop me. Wherever I stop at, I already know who I am.",Kodak Black,https://www.thefader.com/2016/06/20/kodak-black-xxl-freshman-2016-freestyle-interview-tupac-biggie
"Instruments last forever. When you listen to a computer sound, those become 'of a time.'",Ty Dolla $ign,https://www.interviewmagazine.com/music/ty-dolla-sign-hedonist-interview
"I don't say I'm gonna make a beat for anybody. I'm gonna make a beat that's harder than the last.",Mike WiLL Made-It,http://www.thefader.com/2012/04/30/beat-construction-mike-will-made-it
"You should never put yourself in any kind of box, even as a producer.",Mike WiLL Made-It,http://www.thefader.com/2012/04/30/beat-construction-mike-will-made-it
"A mastermind is never one mind. A mastermind is a collective of minds, so if you want to be a mastermind on a production or the beats or whatever you do — clothes, videos, whatever — collaborations is always good.",Mike WiLL Made-It,https://www.redbullmusicacademy.com/lectures/mike-will-made-it-lecture/
"The second I hear a sample I know if I will use it or not.",Statik Selektah,https://djbooth.net/features/behind-the-boards-interview-series-statik-selektah/
"There ain't that many real producers, man... the real producers are the ones who put the whole record together.",Statik Selektah,https://djbooth.net/features/behind-the-boards-interview-series-statik-selektah/
"I started making beats when I was 13. And I'm about to be 23. That's 10 years. And it's just now starting to pay off.",Metro Boomin,https://www.thefader.com/2016/04/12/metro-boomin-cover-story-interview
"I miss how fun and natural this shit used to be, before it felt like as much of a job as it does now.",Metro Boomin,https://www.thefader.com/2016/04/12/metro-boomin-cover-story-interview
"I wanted to rap, but I needed beats. I couldn't buy any so I just made my own.",Metro Boomin,https://www.thefader.com/2013/08/14/beat-construction-metro-boomin
"All good things — trout as well as eternal salvation — come by grace and grace comes by art and art does not come easy.",Norman Maclean,https://en.wikiquote.org/wiki/Norman_Maclean
"It is those we live with and love and should know who elude us.",Norman Maclean,https://en.wikiquote.org/wiki/Norman_Maclean
"But I finally concluded that it is an inalienable right of lovers everywhere to become temporarily worthless to the world; it may even be their duty.",David James Duncan,https://www.goodreads.com/quotes/549512-but-i-finally-concluded-that-it-is-an-inalienable-right
"I call hellfire a threat, and 'love thy neighbor' a value. But I believe in hell, or something close to it. I think hell is what we get right here on earth when people trade their spiritual and political values in on spiritual and political threats.",David James Duncan,https://www.goodreads.com/work/quotes/993612-the-brothers-k
"The land is like poetry: it is inexplicably coherent, it is transcendent in its meaning, and it has the power to elevate a consideration of human life.",Barry Lopez,https://www.goodreads.com/work/quotes/1579465-arctic-dreams
"He must learn restraint. He must derive some other, wiser way of behaving toward the land. He must be more attentive to the biological imperatives of the system of sun-driven protoplasm upon which he, too, is still dependent.",Barry Lopez,https://www.goodreads.com/work/quotes/1579465-arctic-dreams
"Once you know the word smeuse, for instance, an old Sussex term for the 'hole in the base of a hedge made by the regular passage of a small animal', you begin to spot smeuses everywhere. Without words, the landscape can easily become a blandscape: generalized, indifferent, unobserved.",Robert Macfarlane,https://foxedquarterly.com/word-hoard-robert-macfarlane/
"Words are world-makers — and language is one of the great geological forces of the Anthropocene.",Robert Macfarlane,https://www.goodreads.com/work/quotes/68561061-underland-a-deep-time-journey
"Attention is the beginning of devotion.",Mary Oliver,https://collegevilleinstitute.org/bearings/attention-beginning-devotion/
"And this is what I learned: that the world's otherness is antidote to confusion, that standing within this otherness — the beauty and the mystery of the world, out in the fields or deep inside books — can re-dignify the worst-stung heart.",Mary Oliver,https://www.goodreads.com/work/quotes/49602235-upstream-selected-essays
"I come into the peace of wild things who do not tax their lives with forethought of grief. I come into the presence of still water. And I feel above me the day-blind stars waiting with their light. For a time I rest in the grace of the world, and am free.",Wendell Berry,https://onbeing.org/poetry/the-peace-of-wild-things/
"I believe that the world was created and approved by love, that it subsists, coheres, and endures by love, and that, insofar as it is redeemable, it can be redeemed only by love.",Wendell Berry,https://en.wikiquote.org/wiki/Wendell_Berry
"We reached the old wolf in time to watch a fierce green fire dying in her eyes. I realized then, and have known ever since, that there was something new to me in those eyes — something known only to her and to the mountain.",Aldo Leopold,https://en.wikipedia.org/wiki/Thinking_like_a_mountain
"When we see land as a community to which we belong, we may begin to use it with love and respect.",Aldo Leopold,https://en.wikiquote.org/wiki/Aldo_Leopold
"Knowing that you love the earth changes you, activates you to defend and protect and celebrate. But when you feel that the earth loves you in return, that feeling transforms the relationship from a one-way street into a sacred bond.",Robin Wall Kimmerer,https://en.wikiquote.org/wiki/Robin_Wall_Kimmerer
"In some Native languages the term for plants translates to 'those who take care of us.'",Robin Wall Kimmerer,https://en.wikiquote.org/wiki/Robin_Wall_Kimmerer
"If a child is to keep alive his inborn sense of wonder without any such gift from the fairies, he needs the companionship of at least one adult who can share it, rediscovering with him the joy, excitement and mystery of the world we live in.",Rachel Carson,https://www.wisconsinacademy.org/magazine/rachel-carson-and-childhood-sense-wonder
"The 'control of nature' is a phrase conceived in arrogance, born of the Neanderthal age of biology and philosophy, when it was supposed that nature exists for the convenience of man.",Rachel Carson,https://en.wikiquote.org/wiki/Rachel_Carson
"When we try to pick out anything by itself, we find it hitched to everything else in the universe.",John Muir,https://en.wikiquote.org/wiki/John_Muir
"We are now in the mountains and they are in us, kindling enthusiasm, making every nerve quiver, filling every pore and cell of us.",John Muir,https://en.wikiquote.org/wiki/John_Muir
"Restoration practices that hold firm to ecological fidelity and embrace social and cultural goals are much more likely to prosper and endure. Conceiving and deliberating restoration, not just enacting it is eminently practical.",Eric Higgs,https://crrc.unh.edu/sites/default/files/migrated_unmanaged_files/human_dimensions/reading_materials/higgs_cons_bio_1997_restoration_endpts.pdf
"Ecological restoration offers the prospect of generating healthier relationships between people and the ecosystems in which they live. Generation is a constructive process and when applied to ecosystems suggests that restorationists-as-regenerationists are thinking carefully about the future as well as the past.",Eric Higgs,https://crrc.unh.edu/sites/default/files/migrated_unmanaged_files/human_dimensions/reading_materials/higgs_cons_bio_1997_restoration_endpts.pdf
"Each generation of fisheries scientist accepts as baseline the stock situation that occurred at the beginning of their careers, and uses this to evaluate changes. When the next generation starts its career, the stocks have further declined, but it is the stocks at that time that serve as a new baseline. The result obviously is a gradual shift of the baseline, a gradual accommodation of the creeping disappearance of resource species.",Daniel Pauly,https://pubmed.ncbi.nlm.nih.gov/21237093/
"We have to get rid of this notion that the past is a provider of anecdotes and the present is a provider of knowledge.",Daniel Pauly,https://oceana.org/blog/daniel-pauly-and-george-monbiot-conversation-about-shifting-baselines-syndrome/
"We only learn when there are surprises.",Carl Walters,https://www.noamross.net/archives/2012-05-25-carl-walters-on-surprises-in-adaptive-management-at-the-grand-canyon/
"Flooding matters. It's got to be there, or the system can't be dynamic.",Jack Stanford,https://missoulian.com/news/still-waters-run-deep/article_ca437f48-0194-5488-a791-5471ac62384f.html
"Food for us comes from our relatives. Whether they have wings, or fins or roots and indeed that is how we consider food. Food has a culture. It has history. It has stories, it has relationships, that tie us to our food.",Winona LaDuke,https://www.dailygood.org/story/2042/seeds-of-our-ancestors-seeds-of-life-winona-laduke/
"Our wild rice, our minoman, is our most sacred food. It is food that is first food given to a child when they can eat solid and it is last food before you pass in to the spirit world.",Winona LaDuke,https://www.dailygood.org/story/2042/seeds-of-our-ancestors-seeds-of-life-winona-laduke/
"We are stewards of the land. We don't own it; we're entrusted to take care of it, so the land will take care of us. But if we destroy the land, we destroy ourselves.",Freda Huson (Howilhkat),https://www.aljazeera.com/features/2021/3/29/freda-huson-an-indigenous-warrior-for-the-next-generation
"I was in ceremony. To protect the waters, lands. To get help from the Creator. I felt this was the only way to get help because we can't fight against a big machine.",Freda Huson (Howilhkat),https://www.aljazeera.com/features/2021/3/29/freda-huson-an-indigenous-warrior-for-the-next-generation
"If they're logged off, we'll probably end up the same as everyone else, I guess.",Guujaaw,https://davidsuzuki.org/story/the-sacred-balance-learning-from-indigenous-peoples/
"Think of a vein that goes through your heart and then fuels your body and provides nutrients to your whole body. The river is like that for us.",Amy Bowers Cordalis,https://www.resources.org/resources-radio/four-dam-removals-on-the-klamath-river-with-amy-bowers-cordalis/
"Indigenous rights, leadership, and lifeways are not obstacles to progress, they are critical tools to sustaining life.",Amy Bowers Cordalis,https://bioneers.org/reconnecting-the-river-amy-cordalis/
"Indigenous people are absolutely correct: we are born of the Earth and constructed from the four sacred elements of earth, air, fire and water.",David Suzuki,https://vancouverislandfreedaily.com/2023/01/19/david-suzuki-learning-from-indigenous-peoples/
"There is no environment 'out there' that is separate from us. We are an inseparable part of a community of organisms that are our kin.",David Suzuki,https://vancouverislandfreedaily.com/2023/01/19/david-suzuki-learning-from-indigenous-peoples/
"The ethnosphere is the sum total of all thoughts and dreams, myths, ideas, inspirations, intuitions brought into being by the human imagination since the dawn of consciousness. The ethnosphere is humanity's great legacy.",Wade Davis,https://www.ted.com/talks/wade_davis_dreams_from_endangered_cultures?view=transcript
"Every language is an old-growth forest of the mind, a watershed of thought, an entire ecosystem of spiritual possibilities.",Wade Davis,https://www.ted.com/talks/wade_davis_dreams_from_endangered_cultures?view=transcript
"The more you know, the less you need.",Yvon Chouinard,https://www.goodreads.com/quotes/338465-the-more-you-know-the-less-you-need
"Going back to a simpler life based on living by sufficiency rather than excess is not a step backward. Rather, returning to a simpler way allows us to regain our dignity, puts us in touch with the land, and makes us value human contact again.",Yvon Chouinard,https://www.goodreads.com/work/quotes/23218-let-my-people-go-surfing-the-education-of-a-reluctant-businessman
"We have changed the atmosphere, and thus we are changing the weather. By changing the weather, we make every spot on earth man-made and artificial. We have deprived nature of its independence, and that is fatal to its meaning. Nature's independence is its meaning; without it there is nothing but us.",Bill McKibben,https://www.guernicamag.com/bill-mckibben-planetary-emergency/
"It is despairing if you can't figure out a way to take it on commensurate with the scale of the problem. But we can take it on — it's the greatest fight in human history.",Bill McKibben,https://www.guernicamag.com/bill-mckibben-planetary-emergency/
